ticker,short_name,currency,exchange,quote_type,sector,industry,market_cap,enterprise_value,trailing_pe,forward_pe,price_to_book,profit_margins,revenue_growth,earnings_growth,last_close_5d,fifty_two_week_high,fifty_two_week_low,cik,sec_edgar_url,sec_company_search_url,regulatory_lookup_url,data_source
VPG,"Vishay Precision Group, Inc.",USD,NYQ,EQUITY,Technology,Scientific & Technical Instruments,1294453376.0,1256114304.0,216.26668,53.767956,3.867276,0.0185,0.176,,97.32,105.17,24.89,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=VPG,,yfinance (indicative)
VST,Vistra Corp.,USD,NYQ,EQUITY,Utilities,Utilities - Independent Power Producers,47097643008.0,68854644736.0,23.357859,12.375451,18.01625,0.11525,0.434,,139.679993,219.82,137.81,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=VST,,yfinance (indicative)
VOYG,"Voyager Technologies, Inc.",USD,NYQ,EQUITY,Industrials,Aerospace & Defense,2040988288.0,2150192384.0,,-28.513,5.308261,-0.729,0.021,,34.439999,73.95,17.41,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=VOYG,,yfinance (indicative)
DIS,Walt Disney Company (The),USD,NYQ,EQUITY,Communication Services,Entertainment,178374459392.0,226654453760.0,16.4352,13.735577,1.681757,0.1154,0.065,-0.298,102.720001,124.69,92.19,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=DIS,,yfinance (indicative)
WM,"Waste Management, Inc.",USD,NYQ,EQUITY,Industrials,Waste Management,88274386944.0,111008382976.0,31.857971,23.771881,8.824215,0.10994,0.035,0.133,219.820007,248.13,194.11,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=WM,,yfinance (indicative)
WAT,Waters Corporation,USD,NYQ,EQUITY,Healthcare,Diagnostics & Research,32324747264.0,37464748032.0,41.832275,20.05678,7.654321,0.11926,0.914,,329.220001,414.15,275.05,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=WAT,,yfinance (indicative)
WSO,"Watsco, Inc.",USD,NYQ,EQUITY,Industrials,Industrial Distribution,16391085056.0,16737447936.0,33.099342,28.203983,5.934262,0.0685,0.001,-0.031,403.149994,494.94,323.05,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=WSO,,yfinance (indicative)
WEC,"WEC Energy Group, Inc.",USD,NYQ,EQUITY,Utilities,Utilities - Regulated Electric,35556212736.0,58266714112.0,21.875753,18.18091,2.609673,0.16239,0.09,0.079,109.160004,119.62,102.49,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=WEC,,yfinance (indicative)
WFC,Wells Fargo & Company,USD,NYQ,EQUITY,Financial Services,Banks - Diversified,224679100416.0,249968115712.0,11.347759,9.343784,1.380231,0.26742,0.057,0.151,73.419998,97.76,71.9,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=WFC,,yfinance (indicative)
WES,"Western Midstream Partners, LP",USD,NYQ,EQUITY,Energy,Oil & Gas Midstream,18125754368.0,26680305664.0,15.141447,12.560544,4.67737,0.29508,0.225,0.076,46.029999,46.98,36.9,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=WES,,yfinance (indicative)
WAB,Westinghouse Air Brake Technolo,USD,NYQ,EQUITY,Industrials,Railroads,44777848832.0,51221852160.0,37.326733,21.75707,4.040667,0.10515,0.13,0.128,263.899994,275.84,184.26,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=WAB,,yfinance (indicative)
WMB,"Williams Companies, Inc. (The)",USD,NYQ,EQUITY,Energy,Oil & Gas Midstream,95051423744.0,126608424960.0,34.08772,29.976936,7.435898,0.23057,0.09,0.25,77.720001,78.24,55.82,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=WMB,,yfinance (indicative)
WOLF,"Wolfspeed, Inc.",USD,NYQ,EQUITY,Technology,Semiconductors,3003307008.0,2998390784.0,,-12.413587,2.709905,-0.72926,-0.19,,62.130001,73.74,8.05,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=WOLF,,yfinance (indicative)
WWD,"Woodward, Inc.",USD,NMS,EQUITY,Industrials,Aerospace & Defense,20806930432.0,21471381504.0,41.8717,32.52568,8.06881,0.12852,0.234,0.23,349.209991,407.0,204.03,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=WWD,,yfinance (indicative)
WDAY,"Workday, Inc.",USD,NMS,EQUITY,Technology,Software - Application,31213191168.0,30505570304.0,48.26641,10.044231,4.150398,0.07255,0.145,0.629,125.010002,274.65,110.36,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=WDAY,,yfinance (indicative)
WS1V.HE,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=WS1V.HE,,yfinance (indicative)
XFAB.PA,X-FAB SILICON FOUNDRIES SE,EUR,PAR,EQUITY,Technology,Semiconductors,1047668032.0,1339081984.0,61.692314,26.093735,1.151168,0.02188,-0.042,-0.924,8.02,8.05,4.094,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=XFAB.PA,https://www.google.com/search?q=XFAB.PA%20investor%20relations%20annual%20report,yfinance (indicative)
XEL,Xcel Energy Inc.,USD,NMS,EQUITY,Utilities,Utilities - Regulated Electric,48643084288.0,86118080512.0,22.45533,17.193558,2.058163,0.14144,0.029,0.06,77.919998,84.23,65.21,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=XEL,,yfinance (indicative)
XYL,Xylem Inc.,USD,NYQ,EQUITY,Industrials,Specialty Industrial Machinery,25699420160.0,27209420800.0,26.895523,17.767086,2.29408,0.10791,0.027,0.145,108.120003,154.27,108.04,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=XYL,,yfinance (indicative)
ZBRA,Zebra Technologies Corporation,USD,NMS,EQUITY,Technology,Communication Equipment,12353720320.0,15088719872.0,31.360338,12.544634,3.584707,0.07487,0.143,0.038,259.350006,352.66,199.05,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ZBRA,,yfinance (indicative)
ZI,,,,NONE,,,,,,,,,,,,,,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ZI,,yfinance (indicative)
ZBH,"Zimmer Biomet Holdings, Inc.",USD,NYQ,EQUITY,Healthcare,Medical Devices,16192808960.0,23309510656.0,21.683937,9.307435,1.277297,0.09052,0.093,0.341,83.699997,108.29,79.12,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ZBH,,yfinance (indicative)
ZS,"Zscaler, Inc.",USD,NMS,EQUITY,Technology,Software - Infrastructure,25895344128.0,24249028608.0,,35.104736,11.776105,-0.02253,0.259,,161.050003,336.99,114.625,,,https://www.sec.gov/edgar/searchedgar/companysearch.html?q=ZS,,yfinance (indicative)
